new_bus_id,epe_bus_id,new_station_id,epe_station_id,voltage_V,lon,lat
655,ml_st_332_138,332,ml_st_332,138000.0,-40.29334475,-20.19342639
656,ml_st_333_230,333,ml_st_333,230000.0,-38.42055664,-12.93713412
657,ml_st_333_69,333,ml_st_333,69000.0,-38.42055664,-12.93713412
658,ml_st_334_230,334,ml_st_334,230000.0,-49.23137525,-17.81327866
659,ml_st_334_69,334,ml_st_334,69000.0,-49.23137525,-17.81327866
660,ml_st_335_500,335,ml_st_335,500000.0,-40.37681449,-14.51740116
661,ml_st_335_230,335,ml_st_335,230000.0,-40.37681449,-14.51740116
662,ml_st_336_230,336,ml_st_336,230000.0,-51.38928575,-29.86973185
663,ml_st_336_69,336,ml_st_336,69000.0,-51.38928575,-29.86973185
664,ml_st_337_230,337,ml_st_337,230000.0,-50.09952511,-25.17543796
665,ml_st_337_138,337,ml_st_337,138000.0,-50.09952511,-25.17543796
666,ml_st_338_230,338,ml_st_338,230000.0,-50.14035278,-25.04460278
667,ml_st_338_138,338,ml_st_338,138000.0,-50.14035278,-25.04460278
668,ml_st_339_230,339,ml_st_339,230000.0,-54.90837073,-17.58834335
669,ml_st_340_230,340,ml_st_340,230000.0,-51.17111111,-30.01666667
670,ml_st_340_69,340,ml_st_340,69000.0,-51.17111111,-30.01666667
