new_line_id,epe_line_id,voltage_V,length_km
198,ml_line_198,765000.0,330.91271348
199,ml_line_199,230000.0,0.02063529
200,ml_line_200,440000.0,113.1978908
201,ml_line_201,230000.0,1.21331009
202,ml_line_202,230000.0,115.75167593
203,ml_line_203,500000.0,59.24473193
204,ml_line_204,230000.0,64.19220296
205,ml_line_205,230000.0,137.33312972
206,ml_line_206,230000.0,15.10938107
207,ml_line_207,500000.0,277.37694325
208,ml_line_208,230000.0,38.24618857
209,ml_line_209,230000.0,66.52637662
210,ml_line_210,345000.0,13.86629417
211,ml_line_211,500000.0,211.68824604
212,ml_line_212,230000.0,2.79159397
213,ml_line_213,230000.0,20.43586379
214,ml_line_214,230000.0,126.43139934
215,ml_line_215,440000.0,57.91683575
216,ml_line_216,345000.0,178.18413833
217,ml_line_217,345000.0,0.05257485
218,ml_line_218,230000.0,10.29715251
219,ml_line_219,230000.0,85.65482456
220,ml_line_220,230000.0,159.78390543
221,ml_line_221,500000.0,69.53363109
222,ml_line_222,230000.0,58.96533921
223,ml_line_223,230000.0,0.27426093
224,ml_line_224,230000.0,29.57940773
225,ml_line_225,230000.0,59.85015478
226,ml_line_226,525000.0,234.8266349
227,ml_line_227,230000.0,304.40682902
228,ml_line_228,230000.0,67.0092673
229,ml_line_229,230000.0,172.61506802
230,ml_line_230,500000.0,177.66007621
231,ml_line_231,230000.0,21.86000943
232,ml_line_232,230000.0,69.0867261
233,ml_line_233,500000.0,32.85891052
234,ml_line_234,345000.0,31.88370386
235,ml_line_235,345000.0,17.62866878
236,ml_line_236,230000.0,165.71545857
237,ml_line_237,500000.0,99.69772185
238,ml_line_238,230000.0,87.56730129
239,ml_line_239,230000.0,22.96756456
240,ml_line_240,500000.0,8.68028395
241,ml_line_241,230000.0,7.83872928
242,ml_line_242,230000.0,34.64713318
243,ml_line_243,345000.0,180.87708538
244,ml_line_244,345000.0,2.3300527
245,ml_line_245,500000.0,297.30865163
246,ml_line_246,230000.0,40.34018782
247,ml_line_247,440000.0,90.51639499
248,ml_line_248,230000.0,92.05956464
249,ml_line_249,230000.0,3.36949033
250,ml_line_250,500000.0,0.96610611
251,ml_line_251,500000.0,53.63105149
252,ml_line_252,440000.0,236.96183399
253,ml_line_253,345000.0,29.36246431
254,ml_line_254,345000.0,177.99803269
255,ml_line_255,230000.0,0.36863936
256,ml_line_256,500000.0,344.93051421
257,ml_line_257,230000.0,25.54086841
258,ml_line_258,230000.0,30.92642742
259,ml_line_259,230000.0,20.34559278
260,ml_line_260,440000.0,182.04340325
261,ml_line_261,500000.0,242.29509571
262,ml_line_262,500000.0,252.8209392
263,ml_line_263,500000.0,118.58416724
264,ml_line_264,500000.0,118.64069259
265,ml_line_265,230000.0,22.92814721
266,ml_line_266,230000.0,0.4975483
267,ml_line_267,230000.0,13.48764485
268,ml_line_268,230000.0,0.04709129
269,ml_line_269,230000.0,100.38059617
270,ml_line_270,230000.0,336.14231261
271,ml_line_271,230000.0,75.21400724
272,ml_line_272,500000.0,223.86332821
